StudentID,Name,Gender,DOB,DepartmentID
STD1982,Grant Tanner,Female,2001-01-14,DPT001
STD1983,Billy Greer,Female,2000-03-26,DPT003
STD1984,Kevin Cuevas,Male,2003-08-19,DPT002
STD1985,Steven Martinez,Male,2004-09-24,DPT003
STD1986,Joseph Castillo,Male,2002-12-18,DPT003
STD1987,Chloe Wilcox,Female,2005-04-15,DPT002
STD1988,Brad Cooper,Female,2001-05-11,DPT001
STD1989,Lisa Hammond,Other,1998-11-25,DPT004
STD1990,Margaret Perkins,Other,2006-10-21,DPT003
STD1991,Benjamin Poole,Female,2001-10-09,DPT004
STD1992,Michael Taylor,Other,1995-06-24,DPT002
STD1993,Melinda Cruz,Male,2002-05-08,DPT003
STD1994,Victoria Rice,Male,1996-01-27,DPT002
STD1995,Michael Stone,Other,2001-10-18,DPT001
STD1996,Dr. Tony Phillips MD,Male,2006-05-24,DPT003
STD1997,Vanessa Saunders,Female,2000-11-29,DPT003
STD1998,Jessica Meadows,Other,2001-11-08,DPT002
STD1999,Bryan Ryan,Other,1998-02-23,DPT003
